option,option_return,score,loss,epsilon,eval_clears
7648,0.6191715516254533,305,37.3415412902832,0.81836,
7699,-2.7292457404880057,329,39.52851104736328,0.81714875,
7752,2.0232784584834915,332,39.67853546142578,0.81589,
7809,0.5405051029339121,459,37.34651565551758,0.81453625,
7867,0.796615573388175,326,39.91908264160156,0.81315875,
7922,0.6401465578738883,453,34.41567611694336,0.8118525,
7980,0.7414426288183874,450,32.68095779418945,0.8104750000000001,
8035,2.6922474967782426,468,40.83967590332031,0.80916875,
8091,-2.6820109361808564,480,30.68419647216797,0.8078387499999999,
8148,-2.6883389185508575,338,37.19581604003906,0.806485,
8202,2.764505510817297,471,39.11539077758789,0.8052025,
8260,-2.668966911678986,338,32.457664489746094,0.803825,
8315,-2.697595564330978,341,34.4588508605957,0.80251875,
8365,1.8050258052123058,468,36.91022491455078,0.80133125,
8419,1.4928031054273816,341,36.21332931518555,0.80004875,
8477,0.8872420934352171,465,27.517423629760742,0.7986712499999999,
8533,0.6376884155131691,450,35.846527099609375,0.79734125,
8589,0.6527865845385313,477,30.968711853027344,0.7960112500000001,
8647,-2.7575833539554195,341,38.04965591430664,0.79463375,
8698,-2.742515393236051,489,39.71015548706055,0.7934225,
8751,-2.6883389185508575,341,40.26472854614258,0.79216375,
8805,-2.7209579114149407,193,38.294464111328125,0.79088125,
8860,-2.668966911678986,471,32.13983154296875,0.789575,
8917,2.2701738557787627,459,31.01845932006836,0.78822125,
8973,0.8683696725008649,447,37.92527770996094,0.78689125,
9031,-2.691455529365349,326,34.561058044433594,0.78551375,
9086,-2.7346337502522946,341,36.017051696777344,0.7842075000000001,
9142,-2.706577278474784,335,34.886329650878906,0.7828775,
9195,-2.6883389185508575,341,32.54676055908203,0.78161875,
9249,0.6567136948221094,326,39.226341247558594,0.78033625,
9300,-2.675554470136574,480,36.72637176513672,0.7791250000000001,
9354,0.8318736523011923,462,33.0613899230957,0.7778425,
9406,-2.7319532830831257,338,36.7785758972168,0.7766075,
9460,0.7074259530537592,332,38.10056686401367,0.775325,
9514,0.8084467450416548,462,39.03960037231445,0.7740425,
9570,0.9845024599717602,447,35.978912353515625,0.7727125,
9625,-2.7152922267268043,474,38.46430206298828,0.7714062500000001,
9682,-2.675554470136574,341,38.861480712890625,0.7700525,
9733,-2.6945409740716952,341,33.25230026245117,0.76884125,
9789,-2.668966911678986,329,24.079330444335938,0.76751125,
9841,0.7590329584024117,329,29.62952995300293,0.76627625,
9893,0.7596905212246526,480,34.88621520996094,0.76504125,
9949,-2.709511505690036,338,32.98200225830078,0.7637112500000001,
10000,,,35.203426361083984,0.7625,3.2666666666666666
10005,-2.7124163906331358,471,30.099092483520508,0.76238125,
10057,-2.7526613141061316,468,36.208229064941406,0.76114625,
10116,0.8879475834780748,480,37.88969421386719,0.759745,
10172,1.8296519535344624,335,34.51679611206055,0.758415,
10223,0.5163633295536509,335,32.50981521606445,0.75720375,
10275,0.9063051448840576,610,30.984437942504883,0.75596875,
10330,41.049765203727866,592,33.41902542114258,0.7546625,
10381,0.6625121155804606,338,42.02672576904297,0.75345125,
10442,0.8503774265668611,468,38.03351974487305,0.7520025,
10496,-2.668966911678986,489,40.60499954223633,0.75072,
10547,-2.6820109361808564,625,34.2681770324707,0.74950875,
10599,0.25334758276976205,462,31.447845458984375,0.7482737500000001,
10654,-2.709511505690036,329,31.002065658569336,0.7469675,
10711,-2.6820109361808564,489,35.51398468017578,0.74561375,
10768,0.8879475834780748,465,31.60375213623047,0.74426,
10824,0.7371867275845009,450,39.73119354248047,0.74293,
10877,1.4809718654894162,332,35.10639572143555,0.74167125,
10934,45.495575670624035,444,33.754638671875,0.7403175,
10984,-2.7036134126007916,317,35.55937957763672,0.7391300000000001,
11041,0.8879475834780748,462,37.51443099975586,0.73777625,
11096,-2.691455529365349,311,37.33406066894531,0.73647,
11154,-2.6883389185508575,465,34.568721771240234,0.7350925,
11207,0.5042152631493705,477,36.13776779174805,0.7338337500000001,
11261,-2.665623143110087,341,28.41515350341797,0.73255125,
11315,0.6069069463927769,456,34.764984130859375,0.73126875,
11370,0.9450108610183221,332,30.994346618652344,0.7299625000000001,
11425,0.8128772248579166,447,36.51392364501953,0.72865625,
11475,0.31282113000908746,468,32.776798248291016,0.72746875,
11533,-2.709511505690036,474,33.082698822021484,0.7260912500000001,
11591,0.23435748320636854,468,33.266395568847656,0.72471375,
11648,1.609228151974076,480,38.138816833496094,0.72336,
11698,1.2199185096114282,483,32.45681381225586,0.7221725000000001,
11755,0.525100051904573,486,35.13945007324219,0.7208187500000001,
11809,-2.6820109361808564,335,36.38701629638672,0.71953625,
11863,0.8879475834780748,477,33.76249694824219,0.71825375,
11916,-2.706577278474784,341,30.040525436401367,0.716995,
11974,-2.668966911678986,341,31.981489181518555,0.7156175,
12031,28.42342184457087,444,31.415672302246094,0.71426375,
12082,3.590306215924562,320,26.909587860107422,0.7130525000000001,
12139,0.7246726798522821,459,37.83058166503906,0.71169875,
12195,-2.675554470136574,483,41.65452575683594,0.71036875,
12251,-2.7152922267268043,335,35.11451721191406,0.7090387499999999,
12306,0.6395336663532056,338,37.39226150512695,0.7077325000000001,
12356,-2.6820109361808564,311,32.851409912109375,0.706545,
12407,0.590837876928849,459,36.34482955932617,0.7053337500000001,
12458,0.6875900592689198,607,31.570953369140625,0.7041225,
12510,-2.7671355370519937,489,32.891868591308594,0.7028875000000001,
12562,-2.7036134126007916,444,33.318824768066406,0.7016525,
12622,0.6050984160444569,456,40.633819580078125,0.7002275,
12673,0.7590329584024117,462,42.02729415893555,0.69901625,
12730,1.733978339004372,489,32.37030029296875,0.6976625000000001,
12786,-2.7124163906331358,341,35.18391799926758,0.6963325,
12844,0.9450108610183221,486,35.9244384765625,0.694955,
12900,0.46352257028829236,332,36.769371032714844,0.6936249999999999,
12956,-2.6945409740716952,338,37.85601806640625,0.692295,
13008,0.796615573388175,474,37.58926010131836,0.69106,
13059,-2.6945409740716952,483,35.3720817565918,0.68984875,
13110,0.4924426375793563,489,34.15729904174805,0.6886375,
13168,1.9232792098769185,489,36.69742202758789,0.68726,
13223,-2.6883389185508575,338,39.63926696777344,0.68595375,
13280,-2.7717695398646587,480,36.082733154296875,0.6846,
13331,-2.668966911678986,456,43.4051513671875,0.68338875,
13387,2.1726228482347003,465,40.05210876464844,0.6820587499999999,
13442,1.3769623602939882,468,31.279924392700195,0.6807525,
13497,0.7875610020817412,480,31.006423950195312,0.67944625,
13552,1.9436740576611493,338,29.375150680541992,0.67814,
13604,0.28499767103941986,341,34.84931945800781,0.676905,
